Area_Name,Latitude,Longitude,Crime_Rate,Lighting,Police_Distance,Time,Crowd_Density,Risk_Level
Bagbera,22.828426,86.228419,8,Poor,3.11,Night,Low,High
Marine Drive,22.772074,86.16179,4,Good,1.56,Day,Medium,Medium
Azadnagar,22.806805,86.195689,3,Good,1.03,Day,Medium,Low
Bagbera,22.828536,86.232513,6,Poor,3.63,Day,Low,Medium
Adityapur,22.786268,86.134831,3,Poor,0.89,Night,Medium,Medium
Kadma,22.816699,86.224356,1,Good,0.56,Day,High,Low
Sitaramdera,22.774303,86.166763,9,Poor,1.13,Day,Low,High
Pathargora,22.801231,86.200341,1,Good,0.1,Night,High,Low
Azadnagar,22.804932,86.194915,3,Good,0.89,Day,Medium,Low
Bagbera,22.83015,86.228948,2,Good,2.63,Day,Medium,Low
Burma Mines,22.824752,86.1788,5,Poor,3.08,Day,Low,Medium
Baridih,22.8368,86.185215,3,Good,2.05,Day,Medium,Medium
Bistupur,22.797509,86.186816,4,Good,0.74,Night,Medium,Low
Pathargora,22.799462,86.20125,7,Poor,1.09,Day,Low,High
Karandih,22.815688,86.210058,2,Good,2.59,Day,Medium,Low
Sonari,22.818731,86.163259,3,Good,2.6,Night,Medium,Medium
Bistupur,22.796456,86.186237,5,Poor,0.58,Night,Low,Medium
Boram Basti,22.842373,86.219499,4,Poor,3.74,Day,Low,High
Burma Mines,22.826798,86.178751,8,Poor,2.8,Night,Low,High
Bistupur,22.797867,86.189496,6,Good,0.37,Night,Medium,Low
Jugsalai,22.787175,86.182566,5,Good,0.91,Day,High,Medium
Jugsalai More,22.786912,86.179873,3,Good,0.47,Day,High,Low
Bhalubasa,22.759327,86.147752,4,Good,1.3,Day,Medium,Medium
Bistupur,22.793877,86.190375,3,Poor,0.44,Night,Low,Medium
Gamharia,22.769836,86.119564,1,Good,1.84,Day,High,Low
Bhalubasa,22.762767,86.149123,8,Poor,1.68,Night,Low,High
Kadma,22.810932,86.220828,3,Good,0.82,Night,Medium,Medium
Agrico,22.777964,86.170207,5,Poor,1.31,Night,Low,High
Marine Drive,22.769916,86.158159,6,Poor,1.18,Night,Low,High
Ulidih,22.790432,86.210609,1,Good,2.62,Day,Medium,Low
Chhota Govindpur,22.750556,86.141052,4,Poor,2.32,Night,Low,High
Gamharia,22.767862,86.120614,4,Good,1.51,Day,Medium,Medium
Sakchi Market,22.802932,86.203719,3,Poor,0.48,Day,Medium,Medium
Birsa Chowk,22.800996,86.185587,2,Good,0.3,Day,High,Low
Lal Building,22.798526,86.180837,3,Poor,0.82,Night,Medium,Medium
Azadnagar,22.805251,86.196891,5,Good,0.79,Day,High,Medium
Jugsalai More,22.790157,86.180254,5,Poor,0.63,Night,High,Medium
Sonari,22.817899,86.161137,3,Good,1.72,Day,Medium,Low
Parsudih,22.801714,86.169709,9,Poor,2.7,Night,Low,High
Parsudih,22.802796,86.169119,5,Poor,2.33,Day,Low,Medium
Burma Mines,22.826524,86.177092,8,Poor,2.81,Night,Low,High
Baridih,22.833003,86.184733,4,Good,1.53,Day,Medium,Medium
Mango,22.82933,86.20312,6,Poor,1.3,Night,Medium,Medium
Sidhgora,22.810454,86.192071,7,Poor,1.11,Night,Low,High
Jugsalai,22.791194,86.181382,2,Good,0.73,Night,Medium,Low
Agrico,22.776858,86.173086,3,Poor,0.64,Day,Medium,Medium
Mango Bazar,22.83026,86.20085,3,Poor,2.03,Day,Medium,Medium
Chhota Govindpur,22.752629,86.142579,6,Poor,2.6,Night,Low,High
Bagbera,22.830929,86.231555,3,Good,3.6,Day,Medium,Low
Sidhgora,22.81102,86.191128,5,Poor,1.19,Night,Medium,Medium
Baridih,22.83373,86.181588,2,Good,2.02,Day,High,Low
Jharkhand Colony,22.783202,86.205061,5,Poor,1.38,Night,Low,High
Mango Bazar,22.831323,86.202809,7,Poor,2.4,Night,Low,High
Telco,22.766893,86.156024,6,Poor,1.24,Night,Medium,Medium
Boram,22.839642,86.219323,4,Poor,3.89,Day,Low,Medium
Boram,22.839967,86.219652,3,Good,4.33,Day,Low,Medium
Baridih,22.833461,86.185929,5,Good,2.25,Day,Medium,Medium
Chhota Govindpur,22.754795,86.13884,8,Good,3.26,Night,Low,High
Gamharia,22.770231,86.119139,5,Good,1.77,Day,Medium,Medium
Bhalubasa,22.761617,86.14829,7,Poor,1.51,Night,Low,High
Lal Building,22.800045,86.184008,6,Poor,0.1,Night,Low,High
Parsudih,22.801328,86.170213,7,Poor,2.73,Night,Low,High
Bagbera,22.82775,86.231613,6,Poor,3.09,Day,Low,Medium
Dimna,22.739774,86.210095,7,Good,3.6,Day,Medium,Medium
Telco,22.766878,86.157243,5,Poor,1.05,Night,Medium,Medium
Ulidih,22.790117,86.207388,4,Poor,2.11,Day,Low,Medium
Sidhgora More,22.81131,86.195033,3,Good,0.6,Day,High,Low
Telco,22.763126,86.158228,7,Poor,1.38,Night,Low,High
Parsudih,22.799845,86.169685,7,Poor,3.02,Day,Low,Medium
Burma Mines,22.826593,86.179248,4,Poor,2.81,Day,Low,Medium
Agrico,22.78061,86.172943,3,Good,1.09,Day,High,Low
Ulidih,22.789068,86.209686,5,Poor,2.35,Night,Low,High
Baridih,22.836007,86.184084,3,Good,2.0,Day,Medium,Medium
Burma Mines,22.825285,86.177926,1,Good,2.47,Day,Medium,Low
Golmuri,22.783919,86.175134,5,Good,0.54,Day,Medium,Medium
Boram,22.842778,86.22063,10,Poor,3.73,Night,Low,High
Burma Mines,22.82432,86.18098,2,Good,2.25,Day,Medium,Low
Ulidih,22.791861,86.21015,5,Poor,2.69,Night,Low,High
Marine Drive,22.770572,86.157767,7,Poor,1.43,Night,Low,High
Marine Drive,22.769975,86.162466,5,Poor,1.29,Night,Low,High
Dimna,22.745058,86.208169,8,Poor,2.73,Night,Low,High
Mango,22.830835,86.200161,7,Poor,0.86,Night,Medium,High
Mango,22.830255,86.201408,2,Good,1.5,Day,Medium,Low
Baridih,22.837069,86.185626,7,Poor,2.69,Night,Low,High
Bagbera,22.831874,86.227832,9,Poor,2.86,Night,Low,High
Jharkhand Colony,22.785803,86.20388,5,Poor,2.2,Night,Low,High
Jugsalai,22.782468,86.178879,2,Good,0.53,Day,Medium,Low
Boram Basti,22.84266,86.218933,3,Good,4.22,Day,Low,Medium
Agrico,22.778318,86.174775,5,Poor,1.33,Night,Low,High
Chhota Govindpur,22.751948,86.138167,3,Good,2.68,Day,Medium,Low
Jugsalai More,22.787915,86.181493,3,Poor,0.56,Night,Medium,Medium
Boram Basti,22.842391,86.219396,7,Poor,4.7,Night,Low,High
Kadma,22.814517,86.220411,7,Poor,0.62,Night,Low,High
Azadnagar,22.805598,86.193026,4,Good,1.38,Day,High,Medium
Burma Mines,22.827247,86.176393,9,Poor,2.76,Night,Low,High
Marine Drive,22.771168,86.159107,2,Good,1.79,Day,High,Low
Boram,22.840814,86.222313,7,Poor,4.1,Night,Low,High
Golmuri,22.784841,86.174123,9,Poor,1.15,Night,Low,High
Agrico,22.779736,86.17149,3,Good,0.95,Day,High,Low
Dimna,22.744533,86.210222,5,Good,3.32,Day,Medium,Medium
Ulidih,22.789831,86.208057,8,Poor,2.2,Night,Low,High
Adityapur,22.787285,86.134972,2,Good,0.35,Day,High,Low
Marine Drive,22.770261,86.158534,5,Poor,1.64,Night,Low,High
Telco,22.767875,86.153751,2,Good,1.03,Day,High,Low
Sakchi,22.806247,86.203463,4,Good,0.28,Day,High,Low
Azadnagar,22.805062,86.198625,7,Poor,0.41,Night,Low,High
Boram,22.843496,86.223297,5,Poor,3.4,Night,Low,High
Baridih,22.831847,86.18344,1,Good,2.22,Night,High,Low
Sakchi Market,22.805956,86.201105,2,Good,0.5,Day,High,Low
Jharkhand Colony,22.782956,86.205773,8,Poor,2.01,Night,Low,High
Boram,22.842823,86.221753,1,Good,4.05,Day,Low,Medium
Bagbera,22.830379,86.226754,5,Poor,3.08,Day,Low,Medium
Chhota Govindpur,22.750809,86.140131,3,Poor,2.95,Night,Low,High
Sakchi,22.8042,86.202169,2,Good,0.86,Day,High,Low
Sonari,22.817929,86.159114,7,Poor,0.85,Night,Low,High
Sonari,22.818541,86.159994,6,Good,1.69,Night,Medium,Medium
Dimna,22.742507,86.209148,1,Good,3.65,Day,Low,Medium
Marine Drive,22.768873,86.160088,2,Good,1.87,Day,High,Low
Boram Basti,22.842405,86.219512,7,Poor,4.79,Night,Low,High
Azadnagar,22.806587,86.196532,4,Good,0.52,Day,Medium,Low
Azadnagar,22.804506,86.197421,6,Poor,0.88,Night,Low,High
Sakchi,22.802113,86.20294,5,Poor,0.25,Day,Medium,Medium
Jharkhand Colony,22.784466,86.203943,10,Poor,2.43,Night,Low,High
Sitaramdera,22.772798,86.164724,5,Poor,1.55,Day,Low,Medium
Baridih,22.836095,86.186043,3,Good,2.12,Day,High,Low
Bhalubasa,22.760827,86.149549,1,Good,1.46,Day,High,Low
Burma Mines,22.827359,86.177778,2,Good,3.48,Day,Medium,Low
Bhalubasa,22.761496,86.146606,1,Good,1.82,Day,High,Low
Agrico,22.78202,86.173503,5,Poor,1.31,Night,Low,High
Birsa Chowk,22.803651,86.185717,7,Poor,0.46,Night,Low,High
Sakchi,22.801963,86.204749,5,Poor,0.68,Day,Medium,Medium
Boram,22.836704,86.218982,8,Poor,4.27,Night,Low,High
Jugsalai,22.788289,86.180098,1,Good,0.99,Day,Medium,Low
Bagbera,22.830756,86.231134,3,Good,3.03,Day,Medium,Low
Baridih,22.834886,86.184389,7,Poor,1.88,Night,Low,High
Adityapur,22.786855,86.133525,6,Poor,0.9,Night,Medium,Medium
Jharkhand Colony,22.783595,86.206881,5,Poor,2.48,Night,Low,High
Dimna,22.741959,86.207943,6,Poor,3.24,Night,Low,High
Jugsalai,22.787486,86.184184,6,Poor,0.61,Night,Low,High
Jugsalai More,22.7867,86.179081,7,Poor,0.92,Night,High,High
Parsudih,22.802465,86.1703,2,Good,2.67,Day,Medium,Low
Boram,22.83927,86.219837,8,Poor,3.82,Night,High,High
Boram,22.839567,86.220407,6,Good,4.66,Night,Low,High
Burma Mines,22.825855,86.177606,1,Good,3.15,Day,Medium,Low
Azadnagar,22.805702,86.197285,4,Good,1.19,Day,High,Medium
Sitaramdera,22.773675,86.164479,4,Good,1.82,Day,Medium,Low
Agrico,22.776621,86.172141,2,Good,0.74,Day,High,Low
Birsa Chowk,22.797295,86.18772,4,Poor,0.27,Night,Medium,Medium
Sidhgora,22.810457,86.190044,5,Poor,0.26,Night,Medium,Medium
Birsa Chowk,22.799606,86.183986,8,Poor,0.24,Night,Low,High
Azadnagar,22.804703,86.193765,2,Good,0.48,Day,Medium,Low
Bistupur,22.798415,86.190498,4,Good,0.76,Night,Medium,Low
Bhalubasa,22.762887,86.147172,3,Good,1.55,Day,High,Low
Mango Bazar,22.830058,86.206093,6,Poor,1.5,Night,Low,High
Telco,22.767231,86.155598,5,Poor,1.06,Night,Medium,Medium
Azadnagar,22.802427,86.196214,2,Good,1.27,Day,Medium,Low
Birsa Chowk,22.800614,86.185255,3,Good,0.1,Day,High,Low
Dimna,22.741713,86.213324,3,Good,3.57,Day,Low,Medium
Mango,22.831864,86.197712,5,Poor,1.74,Night,Medium,Medium
Chhota Govindpur,22.750558,86.140322,8,Poor,2.18,Night,Low,High
Kadma,22.813397,86.221002,5,Poor,0.84,Night,Low,High
Boram,22.838785,86.21968,7,Poor,3.41,Night,Low,High
Bistupur,22.796079,86.187924,4,Good,0.46,Day,High,Low
Boram Basti,22.844745,86.217601,3,Good,3.79,Day,Low,Medium
Lal Building,22.799838,86.182282,5,Poor,0.9,Night,Low,High
Parsudih,22.804365,86.168965,6,Poor,2.1,Day,Low,Medium
Mango Bazar,22.830421,86.20103,4,Poor,1.02,Day,Medium,Medium
Sitaramdera,22.774238,86.165572,4,Good,1.25,Day,Medium,Low
Mango Bazar,22.828561,86.204074,6,Poor,1.46,Night,Low,High
Kadma,22.81307,86.220587,6,Poor,0.1,Night,Low,High
Sidhgora More,22.810196,86.194802,3,Good,1.08,Day,High,Low
Azadnagar,22.808307,86.198003,1,Good,0.3,Day,Medium,Low
Jugsalai,22.788578,86.182366,6,Poor,0.34,Night,Low,High
Mango Bazar,22.827868,86.204248,4,Poor,1.4,Day,Medium,Medium
Pathargora,22.800035,86.200045,4,Good,0.88,Day,High,Low
Birsa Chowk,22.797481,86.186712,4,Poor,0.75,Night,Medium,Medium
Parsudih,22.802601,86.171356,3,Poor,2.89,Day,Low,Medium
Mango,22.831608,86.202212,3,Good,1.45,Day,Medium,Low
Burma Mines,22.824549,86.177145,5,Good,2.15,Day,Medium,Low
Birsa Chowk,22.798177,86.18494,4,Good,0.44,Day,High,Low
Golmuri,22.785175,86.175161,7,Good,1.51,Night,Low,High
Baridih,22.833306,86.186257,5,Good,2.43,Day,Medium,Medium
Sakchi,22.805287,86.202784,6,Poor,0.96,Night,Low,High
Jugsalai,22.788859,86.18025,5,Poor,0.28,Day,Low,High
Agrico,22.777588,86.175376,4,Poor,0.72,Day,Medium,Medium
Mango,22.830997,86.199392,3,Good,2.18,Day,Medium,Low
Marine Drive,22.770153,86.158588,1,Good,0.8,Day,High,Low
Boram Basti,22.842746,86.216009,6,Poor,3.8,Night,Low,High
Mango Bazar,22.828999,86.201585,6,Poor,1.93,Night,Low,High
Kadma,22.814422,86.223271,6,Poor,0.45,Night,Low,High
Sidhgora,22.81154,86.191921,7,Poor,0.29,Night,Low,High
Chhota Govindpur,22.752481,86.139889,4,Poor,3.33,Night,Low,High
Dimna,22.743902,86.210744,8,Poor,3.66,Night,Low,High
Kadma,22.813335,86.221384,3,Good,0.47,Night,Medium,Medium
Mango,22.831737,86.199212,7,Poor,1.1,Night,Medium,Medium
Kadma,22.813598,86.224727,4,Poor,1.32,Night,Low,High
Boram Basti,22.840278,86.220062,2,Good,4.19,Day,Low,Medium
Sakchi,22.80583,86.203432,7,Poor,1.29,Night,Low,High
Gamharia,22.767549,86.118716,4,Good,2.31,Day,High,Low
Ulidih,22.790424,86.209663,7,Poor,2.02,Night,Low,High
Mango,22.829824,86.199961,8,Poor,1.32,Night,Low,High
Bhalubasa,22.759328,86.148146,7,Poor,1.91,Night,Low,High
Dimna,22.743258,86.210465,1,Poor,4.01,Day,Low,Medium
Kadma,22.812436,86.220888,4,Good,0.1,Night,Medium,Medium
Karandih,22.815768,86.207818,1,Good,2.79,Day,Medium,Low
Jugsalai,22.788385,86.184298,5,Poor,0.66,Night,Low,High
Mango,22.829474,86.201356,3,Good,1.14,Day,Medium,Low
Sonari,22.821007,86.162685,5,Poor,1.89,Night,Low,High
Dimna,22.743307,86.209366,4,Good,3.03,Day,Medium,Medium
Sidhgora,22.810946,86.187657,2,Good,0.54,Day,High,Low
Jugsalai More,22.789125,86.179875,7,Poor,0.52,Night,Low,High
Karandih,22.8171,86.209515,2,Good,2.43,Day,Medium,Low
Ulidih,22.79087,86.211064,3,Good,2.17,Day,Medium,Low
Sidhgora More,22.810546,86.193359,3,Good,0.54,Day,High,Low
Bagbera,22.827855,86.231148,6,Poor,3.65,Day,Low,Medium
Telco,22.76531,86.156482,6,Poor,1.27,Night,Low,High
Lal Building,22.801642,86.184705,4,Poor,1.03,Night,Medium,Medium
Sakchi Market,22.805531,86.202585,1,Good,0.84,Day,High,Low
Parsudih,22.796033,86.170649,8,Poor,2.31,Night,Low,High
Sitaramdera,22.773305,86.165741,5,Poor,1.82,Day,Low,Medium
Sonari,22.820397,86.15915,3,Good,1.6,Day,Medium,Medium
Bagbera,22.829548,86.229768,4,Poor,3.04,Day,High,Medium
Marine Drive,22.771483,86.158698,1,Good,1.55,Day,High,Low
Gamharia,22.770942,86.120347,1,Good,1.57,Night,High,Low
Azadnagar,22.804972,86.194813,1,Good,1.25,Day,Medium,Low
Sidhgora,22.811907,86.190909,6,Poor,0.9,Night,Medium,Medium
Adityapur,22.783899,86.135672,5,Poor,0.94,Night,Low,High
Boram Basti,22.841914,86.219805,6,Good,4.51,Night,Low,High
Pathargora,22.801764,86.202429,4,Good,1.05,Day,High,Low
Boram Basti,22.840762,86.215486,2,Good,4.16,Day,Low,Medium
Azadnagar,22.806456,86.194201,2,Good,0.7,Day,Medium,Low
Dimna,22.744966,86.214392,8,Poor,4.24,Night,Low,High
Sakchi,22.806472,86.204414,4,Good,0.27,Day,High,Low
Golmuri,22.785185,86.174637,2,Good,0.5,Day,Medium,Medium
Agrico,22.775456,86.173048,6,Poor,1.1,Night,Low,High
Dimna,22.740996,86.209915,2,Good,4.07,Day,Medium,Medium
Bagbera,22.830249,86.227099,5,Poor,3.17,Day,Medium,Low
Karandih,22.814949,86.208842,2,Good,2.95,Day,Medium,Medium
Chhota Govindpur,22.751253,86.139832,4,Poor,2.1,Night,Low,High
Gamharia,22.772858,86.118926,1,Good,1.83,Day,High,Low
Gamharia,22.770159,86.119122,1,Good,1.34,Day,High,Low
Mango Bazar,22.831814,86.206838,4,Good,1.87,Day,High,Low
Jugsalai More,22.788482,86.179623,9,Poor,0.26,Night,Low,High
Karandih,22.815082,86.210417,4,Good,2.15,Day,Medium,Medium
Mango,22.834287,86.201364,2,Good,1.68,Day,Medium,Low
Lal Building,22.798589,86.182884,4,Poor,0.77,Night,Low,High
Burma Mines,22.824091,86.177284,8,Poor,2.94,Night,Low,High
Boram,22.838586,86.22187,3,Good,4.2,Day,Low,Medium
Jharkhand Colony,22.786344,86.205665,7,Poor,2.09,Night,Low,High
Boram,22.841203,86.218069,6,Poor,3.92,Night,Low,High
Sitaramdera,22.771184,86.164839,3,Good,0.82,Day,Medium,Low
Dimna,22.741704,86.209742,7,Poor,3.7,Night,Low,High
Lal Building,22.802077,86.181673,2,Good,0.61,Day,High,Low
Telco,22.765543,86.155764,1,Good,1.41,Day,High,Low
Gamharia,22.772116,86.120952,9,Poor,2.11,Night,Low,High
Jugsalai More,22.78691,86.180775,7,Poor,0.39,Night,Low,High
Parsudih,22.801967,86.169508,3,Good,2.74,Day,Medium,Low
Boram Basti,22.84245,86.218128,6,Poor,4.2,Day,Low,High
Birsa Chowk,22.798064,86.181773,3,Poor,0.13,Night,Medium,Medium
Chhota Govindpur,22.751784,86.141167,2,Good,2.7,Day,Medium,Low
Boram,22.838224,86.220733,2,Good,3.76,Day,Low,Medium
Sidhgora,22.810741,86.188523,6,Poor,1.01,Night,Low,High
Kadma,22.814642,86.221821,3,Good,0.1,Day,High,Low
Bhalubasa,22.761485,86.148972,2,Good,1.05,Day,High,Low
Marine Drive,22.771,86.161757,3,Good,1.18,Day,High,Low
Mango,22.830208,86.201765,5,Poor,2.06,Night,Medium,Medium
Gamharia,22.772328,86.120482,8,Poor,2.37,Night,Medium,High
Adityapur,22.787138,86.13562,3,Good,0.1,Day,High,Low
Marine Drive,22.772083,86.15954,4,Good,1.77,Night,Medium,Medium
Bhalubasa,22.762177,86.148618,7,Poor,1.87,Night,Low,High
Parsudih,22.801012,86.168068,6,Poor,2.09,Day,Low,Medium
Agrico,22.778582,86.174665,6,Poor,0.1,Night,Low,High
Ulidih,22.791162,86.207585,7,Poor,2.17,Night,Low,High
Baridih,22.833276,86.186225,1,Good,2.39,Day,High,Low
Ulidih,22.78831,86.210027,5,Poor,2.76,Day,Low,Medium
Jugsalai More,22.785051,86.181448,3,Good,0.5,Day,High,Low
Dimna,22.742838,86.208829,7,Poor,4.11,Night,Low,High
Agrico,22.7775,86.173135,7,Poor,0.12,Night,Low,High
Mango,22.828246,86.201091,1,Good,1.37,Day,Medium,Low
Golmuri,22.784324,86.174951,8,Poor,0.85,Night,Low,High
Sonari,22.818857,86.160429,6,Poor,2.2,Night,Low,High
Karandih,22.816773,86.210954,6,Poor,3.05,Night,Low,High
Baridih,22.838019,86.182231,4,Good,2.33,Day,High,Low
Golmuri,22.784785,86.173298,4,Good,0.53,Day,High,Medium
Boram,22.838955,86.217656,3,Good,4.3,Day,Low,Medium
Marine Drive,22.77097,86.161242,6,Poor,1.48,Night,Low,High
Agrico,22.778014,86.1736,2,Poor,0.32,Day,Low,Medium
Sonari,22.81864,86.162684,2,Good,1.08,Day,Medium,Low
Burma Mines,22.823708,86.18021,3,Good,3.36,Day,Medium,Low
Bistupur,22.795704,86.187226,1,Good,0.44,Day,High,Low
Sitaramdera,22.771733,86.165914,4,Poor,0.75,Day,High,Medium
Burma Mines,22.826206,86.178099,3,Good,2.93,Day,Medium,Low
Sitaramdera,22.772767,86.164871,4,Good,1.33,Day,Medium,Low
Golmuri,22.786838,86.17626,9,Poor,0.97,Night,Low,High
Sakchi,22.805612,86.206023,7,Poor,0.26,Night,Low,High
Jharkhand Colony,22.784636,86.204353,5,Poor,2.56,Night,Low,High
Bagbera,22.829541,86.231251,2,Good,3.45,Day,Medium,Low
Bistupur,22.794844,86.188179,1,Good,0.38,Day,High,Low
Agrico,22.777145,86.173497,3,Poor,0.8,Day,Medium,Medium
Agrico,22.77695,86.173371,5,Poor,1.03,Night,Low,High
Marine Drive,22.766159,86.1595,3,Poor,0.9,Night,Medium,Medium
Lal Building,22.798487,86.176623,4,Poor,0.51,Night,Low,High
Parsudih,22.803603,86.171302,8,Good,2.03,Night,Low,High
Golmuri,22.784653,86.173258,2,Good,0.98,Day,High,Low
Agrico,22.777435,86.172638,5,Good,0.49,Day,High,Low
Dimna,22.743598,86.20967,1,Poor,3.11,Day,Low,Medium
Adityapur,22.78287,86.133024,7,Poor,1.08,Night,Low,High
Sakchi,22.805023,86.20326,3,Good,0.82,Day,High,Low
Baridih,22.836916,86.184934,2,Good,2.07,Day,High,Low
Jugsalai More,22.786818,86.178925,6,Poor,0.1,Night,High,Medium
Bagbera,22.827342,86.230224,6,Poor,2.89,Day,Low,Medium
Mango Bazar,22.830379,86.20295,4,Poor,1.76,Day,Medium,Medium
Karandih,22.816919,86.211392,4,Good,2.67,Day,Medium,Medium
Bistupur,22.796788,86.185689,3,Good,0.1,Night,Medium,Low
Sitaramdera,22.769873,86.163792,6,Poor,1.27,Night,Low,High
Jharkhand Colony,22.787551,86.206088,4,Poor,2.03,Night,Low,High
Adityapur,22.783919,86.13324,4,Poor,0.95,Night,Medium,Medium
Chhota Govindpur,22.751636,86.138645,4,Poor,2.57,Night,Low,High
Jugsalai More,22.785444,86.179115,7,Poor,0.1,Night,Low,High
Agrico,22.776446,86.172849,4,Good,0.55,Day,High,Low
Chhota Govindpur,22.751322,86.139854,4,Poor,2.42,Night,Low,High
Lal Building,22.800954,86.181685,2,Good,0.66,Day,High,Low
Pathargora,22.803936,86.198457,4,Poor,0.1,Night,Medium,Medium
Jugsalai,22.787721,86.18226,4,Good,0.54,Day,High,Medium
Marine Drive,22.768485,86.161989,3,Good,1.8,Night,Medium,Medium
Bhalubasa,22.760718,86.145134,5,Good,1.4,Day,Medium,Medium
Jugsalai,22.789062,86.17877,5,Poor,1.01,Night,Low,High
Agrico,22.778361,86.174504,4,Good,0.33,Day,High,Low
Jugsalai,22.788714,86.183455,4,Good,0.14,Day,High,Medium
Jharkhand Colony,22.783831,86.201806,4,Poor,2.4,Night,Low,High
Marine Drive,22.770147,86.161223,3,Good,1.34,Night,Medium,Medium
Marine Drive,22.769728,86.162457,4,Good,1.34,Day,Medium,Medium
Sakchi Market,22.806605,86.200706,5,Poor,0.51,Day,Medium,Medium
Sitaramdera,22.775343,86.16737,3,Good,1.24,Day,Medium,Low
Ulidih,22.790269,86.209733,9,Poor,1.8,Night,Low,High
Telco,22.76499,86.155472,3,Good,1.52,Day,High,Low
Agrico,22.778384,86.171921,3,Good,1.85,Day,High,Low
Burma Mines,22.824013,86.179502,5,Poor,3.17,Day,Low,Medium
Boram,22.841147,86.221252,3,Good,3.78,Day,Low,Medium
Golmuri,22.784762,86.176887,7,Poor,0.11,Night,Low,High
Birsa Chowk,22.798369,86.187161,7,Poor,0.1,Night,Low,High
Adityapur,22.787153,86.134186,7,Poor,1.04,Night,Low,High
Ulidih,22.790028,86.214663,2,Good,1.84,Day,Medium,Low
Sonari,22.817545,86.164026,5,Good,1.67,Night,Medium,Medium
Boram Basti,22.842527,86.218811,7,Poor,4.43,Night,Low,High
Sidhgora,22.810355,86.188504,5,Poor,1.22,Night,Medium,Medium
Burma Mines,22.826441,86.175705,5,Poor,2.93,Day,Low,Medium
Marine Drive,22.771247,86.157832,8,Poor,1.16,Night,Low,High
Jugsalai,22.788136,86.1797,7,Poor,0.73,Night,Low,High
Baridih,22.834292,86.187066,2,Good,1.78,Day,High,Low
Sidhgora,22.810003,86.190731,5,Poor,0.5,Night,Medium,Medium
Sitaramdera,22.772545,86.16408,3,Good,1.34,Day,Medium,Low
Mango,22.831126,86.200796,5,Poor,1.56,Night,Medium,Medium
Mango,22.830852,86.200613,2,Good,2.25,Day,Medium,Low
Sidhgora,22.809864,86.1912,3,Poor,0.85,Night,Medium,Medium
Mango,22.831895,86.199682,2,Good,1.9,Day,Medium,Low
Ulidih,22.788989,86.210525,3,Poor,1.83,Day,Low,Medium
Sonari,22.822719,86.16245,2,Good,1.98,Day,Medium,Low
Birsa Chowk,22.800145,86.183727,5,Poor,0.1,Night,Medium,Medium
Telco,22.763309,86.157382,2,Good,1.24,Day,High,Low
Gamharia,22.770278,86.119557,2,Good,2.24,Day,High,Low
Ulidih,22.791159,86.208511,1,Good,2.22,Day,Medium,Low
Parsudih,22.800676,86.170279,8,Poor,3.34,Night,Low,High
Telco,22.762757,86.155082,6,Poor,1.6,Night,Low,Medium
Lal Building,22.798441,86.182613,5,Poor,0.81,Night,Medium,Medium
Bagbera,22.830813,86.228223,7,Poor,3.37,Night,Low,High
Kadma,22.810868,86.222619,2,Good,1.22,Day,High,Low
Sidhgora More,22.808826,86.195259,5,Good,0.4,Day,High,Low
Karandih,22.815805,86.208106,4,Good,3.08,Day,Medium,Medium
Sidhgora,22.809666,86.190531,6,Poor,0.35,Night,Low,High
Sidhgora,22.808956,86.188822,3,Good,0.5,Day,High,Low
Mango,22.829658,86.205034,7,Poor,1.7,Night,Low,High
Telco,22.762794,86.156859,5,Poor,1.53,Night,Medium,Medium
Sitaramdera,22.772727,86.165423,7,Poor,0.8,Night,Low,High
Azadnagar,22.80479,86.194158,5,Poor,0.82,Night,Low,High
Baridih,22.834196,86.183521,3,Good,2.03,Day,Medium,Medium
Sidhgora,22.81052,86.191119,5,Poor,0.63,Night,Medium,Medium
Parsudih,22.800815,86.166956,5,Poor,2.8,Day,Low,Medium
Gamharia,22.768943,86.118003,3,Good,3.2,Day,Medium,Medium
Parsudih,22.798216,86.169013,2,Good,2.65,Day,Medium,Low
Baridih,22.835551,86.1852,2,Good,1.74,Day,High,Low
Lal Building,22.800118,86.18257,7,Poor,0.1,Night,Low,High
Sakchi,22.803824,86.202241,3,Good,0.69,Day,High,Low
Adityapur,22.784244,86.13558,5,Poor,0.17,Night,Medium,Medium
Jharkhand Colony,22.784019,86.203707,7,Poor,2.06,Night,Low,High
Birsa Chowk,22.799721,86.18594,7,Poor,0.46,Night,Medium,High
Golmuri,22.784247,86.174621,8,Poor,0.84,Night,Low,High
Pathargora,22.804457,86.200901,3,Good,1.29,Day,High,Low
Kadma,22.814557,86.223173,5,Good,0.34,Night,Medium,Medium
Telco,22.764839,86.154317,3,Good,1.06,Day,High,Low
Adityapur,22.786907,86.133208,7,Poor,0.72,Night,Low,High
Agrico,22.778073,86.170467,3,Good,1.21,Day,High,Low
Pathargora,22.802068,86.196971,3,Good,1.05,Day,High,Low
Mango Bazar,22.832945,86.202736,5,Poor,1.75,Night,High,High
Bagbera,22.828653,86.229839,4,Poor,3.47,Day,Medium,Medium
Adityapur,22.785835,86.132571,2,Good,0.27,Day,High,Low
Azadnagar,22.807785,86.194693,4,Good,1.32,Night,High,Medium
Gamharia,22.770463,86.122285,3,Good,2.32,Day,Medium,Medium
